requirement_id,requirement_source,summary,owner,reviewer,mode,status,commit,version,artifact_digest,environment,procedure,evidence_url,evidence_digest,completion_time,issues,exception_id,invalidation_state,invalidated_by,notes
AGT-13,specs/1.0.0/03-cb-agent-production-readiness.md,A discovered/imported device can create a monitor with the discovering agent visibly preselected as vantage.,shawnji (agent),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
AGT-14,specs/1.0.0/03-cb-agent-production-readiness.md,"UI defines last-seen freshness, clock skew, offline/revoked/disabled, stale telemetry, pending config/update, and degraded capability states.",shawnji (agent),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
AGT-15,specs/1.0.0/03-cb-agent-production-readiness.md,Install/enrollment errors are actionable without exposing keys or protocol internals.,shawnji (agent),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
AGT-16,specs/1.0.0/03-cb-agent-production-readiness.md,"Revoke, uninstall, scope expansion, remote-probe/discovery grants, and update dispatch require explicit confirmation and audited actor/target/outcome.",shawnji (agent),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
AGT-17,specs/1.0.0/03-cb-agent-production-readiness.md,"Fleet views support filtering, version drift, upgrade status/failure, spool pressure, and capability health.",shawnji (agent),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
AGT-18,specs/1.0.0/03-cb-agent-production-readiness.md,"Publish recovery runbooks for lost server key, cloned machine ID, duplicate agent, hostname/IP change, expired pairing code, and restored server.",shawnji (agent),shawnji (release),hybrid,in_progress,ad6d7388,1.0.0-rc-candidate,,,,docs/agent.md,,,,,not_evidenced,,"All six runbooks required here — lost server key, cloned machine ID, duplicate agent, hostname/IP change, expired pairing code, restored server — are published in docs/agent.md and in the MkDocs nav. Not passed until each has been walked through against a real agent."
SRV-01,specs/1.0.0/04-server-product-contract.md,"API and workers start without the bundled frontend, weather/geocoding calls, or UI-only assumptions; OpenAPI and machine-readable error contracts are published.",shawnji (operations),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-02,specs/1.0.0/04-server-product-contract.md,"Worker ownership is unambiguous across discovery, notifications, telemetry, integrations, monitor scheduling, cleanup/rollups, and agent dispatch. Mixed in-process/dedicated modes cannot duplicate work.",shawnji (operations),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-03,specs/1.0.0/04-server-product-contract.md,"Liveness, startup, readiness, dependency, and degraded health are distinct; readiness rejects writes when they cannot be served safely.",shawnji (operations),shawnji (architecture),automated,in_progress,,1.0.0-rc-candidate,,,,apps/backend/tests/test_health_endpoints.py,,,,,not_evidenced,,"Liveness, startup, readiness and dependency health are distinct at /api/v1/livez, /api/v1/startupz and /api/v1/readyz over one shared _probe_dependencies(), with the legacy /api/v1/health shape preserved; 12 tests cover them. Two of the requirement's own normative clauses are unmet: there is no degraded state (ServerState is STARTING|READY|STOPPING and adding a fifth needs an ADR per the plan's Global Constraints), and readiness does not reject writes — repo-wide, get_state() is read in only three request handlers (startupz, readyz and the legacy health; livez deliberately reads no state, by design and by its own docstring), so no middleware, dependency or route guard consults readiness and nothing refuses a write when the server is not ready. The acceptance's dependency fault matrix asserting orchestrator behaviour per failure also needs a fault-injection environment that does not exist."
SRV-04,specs/1.0.0/04-server-product-contract.md,"SIGTERM drains safely; leases hand off; rolling restart and reconnect storms do not duplicate notifications, monitor executions, ingest, or jobs.",shawnji (operations),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-05,specs/1.0.0/04-server-product-contract.md,"Configuration has one precedence order across file, environment, database, and CLI; `cb config validate` detects invalid combinations and diagnostics redact secrets.",shawnji (operations),shawnji (architecture),automated,in_progress,,1.0.0-rc-candidate,,,,apps/backend/tests/test_config_validate.py,,,,,not_evidenced,,"`python -m app.cli config validate` reuses app.core.startup_validation rather than restating its rules, both cb scripts dispatch `cb config validate`, the packaged binary accepts --config-validate, and apps/backend/tests/test_config_validate.py covers the reported sources and secret redaction. Three of the four precedence tiers are resolved offline: environment; config.toml, discovered over the server's own search order and parsed by calling app.core.config_toml.load_config_toml itself; and, for the vault key alone, $CB_DATA_DIR/.env. The CLI tier is only `--config`. The database tier is deliberately never consulted -- a pass refuses DNS outright -- and a secret absent from the resolved configuration is reported as a warning naming that tier. The sample-config half of the acceptance is met at f5f049b1: tests/build/test_sample_config_validates.py runs packaging/config.toml.default through the validator in a scrubbed environment, paired with the installer's CB_ALLOW_DIRECT_EGRESS default because egress has no TOML key and the config is not valid standalone; a second test pins that installer line so the pair cannot drift. Two clauses remain unmet. The database tier still has no contract test, being out of reach offline. And writing the discriminator surfaced a limit not previously recorded: `cb config validate` checks required settings and invalid combinations, not value types, so a config.toml with `port = ""not-a-port""` is reported valid -- server.port is copied into CB_PORT and never parsed. Closing SRV-05 needs a decision on whether type validation is in the command's scope."
SRV-06,specs/1.0.0/04-server-product-contract.md,"Scoped API tokens/service accounts support creation, least privilege, rotation, revocation, expiry, and audit. Routine health, migrations, backup/restore, user/token, agent, and diagnostics work through `cb` without browser sessions.",shawnji (operations),shawnji (architecture),automated,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_cb_cli_parity.py,,,,,not_evidenced,,"The two divergent cb scripts are converged on one command surface with a parity test and a documented install-mode availability table. Two of the six named journeys work headless: routine health/diagnostics (status, doctor, logs) and backup. Four do not — there is no `cb restore`, no `cb migrate`, and no user/token or agent command — and the parity test asks for none of them: its REQUIRED_COMMANDS lists eight of the nine commands both scripts already dispatch (config validate is asserted by its own test, vault-recover by the divergence test), so the suite enforces parity between the two CLIs and passes unchanged while those four journeys are missing. The requirement's first sentence (scoped API tokens/service accounts with creation, least privilege, rotation, revocation, expiry and audit) is untouched, and no headless role-matrix journey has been run."
SRV-07,specs/1.0.0/04-server-product-contract.md,"Small, medium, and fleet profiles publish minimum/recommended CPU, RAM, disk, database sizing, and bounded queues/retention/uploads/logs/spools.",shawnji (operations),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-08,specs/1.0.0/04-server-product-contract.md,Mono container is labeled single-node appliance; split services are production/scalable mode. HA is either explicitly unsupported or proven under RC-03.,shawnji (operations),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-09,specs/1.0.0/04-server-product-contract.md,"Stable Prometheus metrics, structured logs, correlation/request/job IDs, redaction, example dashboards/alerts, and support bundles are provided.",shawnji (operations),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
SRV-10,specs/1.0.0/04-server-product-contract.md,"Secure remote access is documented for proxies, trusted headers, TLS ownership/renewal, firewall ports, agent outbound endpoints, and air-gap limitations.",shawnji (operations),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-01,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Fresh native install,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-02,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Fresh mono install,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-03,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Fresh split Compose,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,"Cannot pass as written, and has no exception. This change-set records that split multi-container Compose does not ship in 1.0.0: docs/release/1.0.0-support-contract.md's deployment-mode table lists ""Split multi-container Compose"" as ""Does not ship in 1.0.0"", and docs/installation/index.md carries a ""Why there is no split mode"" section that the mode table routes to. The tree agrees — the only Compose files are docker-compose.yml (one `circuitbreaker` mono service), docker/docker-compose.yml (an include of it), docker/docker-compose.socket.yml (the same service plus a socket mount) docker-compose.deps.yml (postgres, redis and nats for local development only) and apps/agent/e2e/docker-compose.yml (a test harness that `extends` the root file's single mono service and adds agent and fixture-target containers); none wires separate backend, frontend, database and Redis application containers. ACC-03's assertions — dependency order, worker count, Caddy/TLS, no Docker socket by default, durable state — therefore have no artifact to run against and the row can never move off not_started by testing. Unlike the npm deferral, which was closed properly with ADR-0004, EXC-003 and fifteen `excepted` rows, this decision landed in documentation only: no ADR, no exception, no scope correction. It needs an owner decision — either an exception on the npm pattern (ADR + exception-register.csv row + this row set to `excepted`) or an amendment to specs/1.0.0/05-artifact-acceptance-and-recovery.md that removes the journey. Two slice documents still instruct split-mode runs and would have to move with it: specs/1.0.0/slices/acc-2-fresh-installation.md:19 and specs/1.0.0/slices/acc-5-upgrade-migration.md:19. SRV-08 is in the same position — its acceptance presumes split services exist as the production/scalable mode."
ACC-04,specs/1.0.0/05-artifact-acceptance-and-recovery.md,OOBE and auth,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-05,specs/1.0.0/05-artifact-acceptance-and-recovery.md,RBAC and tenancy,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-06,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Inventory/topology,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-07,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Discovery/integrations,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-08,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Monitoring/notifications,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-09,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Browser UI,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-10,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Accessibility/visual,shawnji (qa),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-11,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Operations,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-12,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Upgrade from every supported prior version using each supported deployment mode and required server/agent order.,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-13,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Recover from failed/interrupted package installation and database migration.,shawnji (qa),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-14,specs/1.0.0/05-artifact-acceptance-and-recovery.md,"Take a backup under active load and restore to a clean host, both same-version and after upgrade.",shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-15,specs/1.0.0/05-artifact-acceptance-and-recovery.md,"Reject or recover safely from disk full, permission failure, corrupt archive, checksum mismatch, missing vault key, incompatible schema, and partial snapshot.",shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-16,specs/1.0.0/05-artifact-acceptance-and-recovery.md,"Reproduce and verify fixes for GitHub #66, #68, #74, #75, #81, and #87 on clean installed artifacts.",shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-17,specs/1.0.0/05-artifact-acceptance-and-recovery.md,"Package every supported deb/rpm/apk/Arch/AppImage/tar/container channel with consistent checksums, signatures, SBOM, and provenance.",shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-18,specs/1.0.0/05-artifact-acceptance-and-recovery.md,"Test DB, Redis, NATS, disk, clock, DNS/TLS, WAN, and process failures.",shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-19,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Verify destructive-operation recovery.,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-20,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Verify export/import interoperability and user data portability.,shawnji (qa),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
ACC-21,specs/1.0.0/05-artifact-acceptance-and-recovery.md,Test real production migration scale.,shawnji (qa),shawnji (release),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-01,specs/1.0.0/06-reliability-quality-capacity.md,Define transaction boundaries and idempotency keys for every background job and agent dispatch.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-02,specs/1.0.0/06-reliability-quality-capacity.md,Prove advisory-lock and migration coordination across multiple API/worker processes.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-03,specs/1.0.0/06-reliability-quality-capacity.md,"Handle duplicate, reordered, delayed, replayed, malformed, and oversized NATS/agent frames.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-04,specs/1.0.0/06-reliability-quality-capacity.md,"Define Redis/NATS outage behavior per feature as reject, queue, degrade, or retry.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-05,specs/1.0.0/06-reliability-quality-capacity.md,"Bound telemetry, audit, events, scans, uploads, logs, queues, and agent spool growth.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-06,specs/1.0.0/06-reliability-quality-capacity.md,Serialize audit-chain writes and provide supported verification/repair.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-07,specs/1.0.0/06-reliability-quality-capacity.md,"Replace broad exception swallowing in listeners/streams with classified, rate-limited logs and metrics.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-08,specs/1.0.0/06-reliability-quality-capacity.md,Treat un-awaited coroutine warnings and deprecations as tracked defects.,shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-09,specs/1.0.0/06-reliability-quality-capacity.md,"Verify proxy headers, client IP, HTTPS, cookies, WebSocket URLs, and limits in every topology.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-10,specs/1.0.0/06-reliability-quality-capacity.md,"Prove SIGTERM, lease handoff, reconnect storms, rolling restart, and dependency recovery.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-11,specs/1.0.0/06-reliability-quality-capacity.md,Define privacy and external-call behavior during partial connectivity.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-12,specs/1.0.0/06-reliability-quality-capacity.md,"Run long-duration API, worker, agent, telemetry, monitor, retention, and backup soak tests.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-13,specs/1.0.0/06-reliability-quality-capacity.md,"Reach 90%+ branch coverage for auth, RBAC, tenancy, migrations, backup/restore, agent protocol/update, audit, secrets, and destructive admin actions.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-14,specs/1.0.0/06-reliability-quality-capacity.md,Establish a repo-wide backend ratchet above the measured 55.42% baseline.,shawnji (reliability),shawnji (architecture),hybrid,in_progress,,1.0.0-rc-candidate,,,,apps/backend/pyproject.toml,,,,,not_evidenced,,"The repo-wide ratchet exists as --cov-fail-under in apps/backend/pyproject.toml; before ec0d2d9f it sat at 55, below its own 55.42% measured baseline, and was raised to 56 against a measured 57.78%. Re-measured at f5f049b1: the backend suite exits 0 with total coverage 60.91%, so the ratchet now has 4.9 points of slack and can be raised again on the same rule that raised it before -- the coverage clears the new figure before the number moves. Deliberately not raised in this pass: tightening a gate inside the release window buys nothing and can only turn CI red. Unevidenced until an RC run records the figure at an immutable commit."
REL-15,specs/1.0.0/06-reliability-quality-capacity.md,Publish frontend line/branch coverage and critical client/state thresholds.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-16,specs/1.0.0/06-reliability-quality-capacity.md,"Apply mutation tests to auth/tenant/protocol validators and property/fuzz tests to parsers, CIDRs, URLs, frame codecs, imports, and backup manifests.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-17,specs/1.0.0/06-reliability-quality-capacity.md,"Add Playwright E2E for routing, cookies/CSRF, WebSockets, responsive behavior, focus, and console/runtime health.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-18,specs/1.0.0/06-reliability-quality-capacity.md,"Add visual regression for topology, discovery, agents, monitors, settings, auth/OOBE, and empty/error states.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-19,specs/1.0.0/06-reliability-quality-capacity.md,"Track every skip/xfail with issue, owner, reason, and expiry; fail unexpected warnings.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-20,specs/1.0.0/06-reliability-quality-capacity.md,"Shard deterministically and retain JUnit, coverage, logs, traces, screenshots, seeds, and container diagnostics.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-21,specs/1.0.0/06-reliability-quality-capacity.md,"Benchmark 1k, 10k, and target-maximum inventory entities/edges.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-22,specs/1.0.0/06-reliability-quality-capacity.md,"Benchmark 10, 100, and target-maximum concurrent agents.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-23,specs/1.0.0/06-reliability-quality-capacity.md,"Benchmark concurrent telemetry, discovery, monitoring, notifications, and integrations.",shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-24,specs/1.0.0/06-reliability-quality-capacity.md,"Measure frontend startup/bundle size, large tables, responsive topology, and reconnect.",shawnji (reliability),shawnji (architecture),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-25,specs/1.0.0/06-reliability-quality-capacity.md,Run 24-hour and 7-day soaks with retention and backups enabled.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
REL-26,specs/1.0.0/06-reliability-quality-capacity.md,Publish limits and fail gracefully before exceeding them.,shawnji (reliability),shawnji (architecture),automated,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
GOV-01,specs/1.0.0/07-documentation-repository-governance.md,Keep `docs/assets/screenshots/` canonical and protect every Markdown/media target with link checking.,shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,.github/workflows/docs.yml,,,,,not_evidenced,,"`mkdocs build --strict` and a blocking offline lychee pass over docs/**/*.md, README.md, SECURITY.md and CONTRIBUTING.md are wired into .github/workflows/docs.yml, with an advisory external pass and an .lycheeignore for placeholders and local URLs. The workflow is committed as of ad6d7388; the earlier note calling it uncommitted was stale. Both halves were run locally at f5f049b1: the strict build is clean, and an equivalent offline resolver over the same file set checked 185 local link targets across 63 files with none broken. Still unevidenced because a local run is supporting evidence, not release evidence -- the workflow itself has not executed on GitHub, so no run artifact pins the tree as link-clean. Link fragments (#anchor) are deliberately excluded because lychee and MkDocs slugify headings differently."
GOV-02,specs/1.0.0/07-documentation-repository-governance.md,"Review, anonymize, and refresh or explicitly approve all 16 restored historical screenshots against the RC UI.",shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,docs/assets/screenshots/MANIFEST.md,,,,,not_evidenced,,"Half met, and the manifest says so itself. docs/assets/screenshots/MANIFEST.md records source version, capture date, reviewer (shawnji, review date 2026-08-19) and an explicit statement of what was found for all 16 assets in docs/assets/screenshots/, so the provenance clause is satisfied and the review was actually performed rather than asserted. The anonymisation clause is not satisfied: the manifest marks 15 of the 16 as `no` or `partial` under Anonymised, and maintainer identity (""Welcome, Shawn P""/""Welcome, Shawnji""), approximate geolocation (PHOENIX; PHOENIX, AZ), the LAN hostname circuitbreaker.local in a URL bar, real inventory and personal device names, rack locations and one network's RFC1918 layout are all still legible in the images published by docs/screenshots.md and README.md. No credential of any kind is legible in any asset. ""Matches RC UI"" is unverified for all 16 — the captures are 0.1.4-0.2.2 and the RC UI was not rendered for comparison — so refresh-or-approve is also outstanding. The manifest opens with ""GOV-02 IS NOT MET""; this row is not evidence of the requirement and must not be raised to passed on the strength of it. It closes only when the owner chooses and records one of: blur items 1-3 in place, recapture against seeded demo data (Plan 3's Playwright harness), or an approved exception in exception-register.csv with this row set to `excepted`. Uncommitted, so nothing is pinned to an immutable commit."
GOV-03,specs/1.0.0/07-documentation-repository-governance.md,"Add current media for install/OOBE, agent enrollment/fleet, discovery/import, agent monitor, backup/restore, mobile, empty/error, and accessibility states.",shawnji (governance),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,docs/assets/screenshots/MANIFEST.md,,,,,not_evidenced,,"No required journey has a capture. docs/assets/screenshots/ still holds exactly the 16 restored historical assets plus MANIFEST.md; this change-set added no media. What changed is that the gap is now enumerated instead of implicit: the ""Required media not yet captured (GOV-03)"" section of docs/assets/screenshots/MANIFEST.md lists all eight missing journeys — install/OOBE, agent enrollment and fleet, discovery and import review, agent-vantage monitor creation, backup and restore, a current mobile layout (the two existing mobile captures are 0.1.4 and 0.2.0), empty/error states, and accessibility states. Both halves of the acceptance are unmet: no required journey has an approved capture, and no capture is produced by automation. apps/frontend/e2e/visual.spec.ts (REL-18) already renders nine surfaces deterministically under stubbed API fixtures — topology, the agents/monitors/discovery/hardware/services/ipam/storage empty states and settings — so the empty-state and mobile items are the ones a harness could produce first; install/OOBE, enrollment, discovery review and backup/restore are not among them and need seeded data. Status stays not_started because naming the backlog is not progress toward the deliverable."
GOV-04,specs/1.0.0/07-documentation-repository-governance.md,Add architecture and deployment-mode comparisons plus a 2–3 minute real remote-site agent demo with no inbound firewall rule.,shawnji (governance),shawnji (release),manual,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
GOV-05,specs/1.0.0/07-documentation-repository-governance.md,Consolidate overlapping installation-mode names and recommendations.,shawnji (governance),shawnji (release),manual,in_progress,,1.0.0-rc-candidate,,,,docs/cb-cli.md,,,,,not_evidenced,,"docs/installation/index.md is now the authoritative comparison it declares itself to be: a ""Deployment Modes"" table fixes what native, mono and split mean, the Method Comparison table carries a Mode column mapping all five install methods onto Native or Mono, and ""Which Method Should I Choose?"" answers the split case by routing to ""Why there is no split mode"" (split does not ship in 1.0.0). docs/cb-cli.md separately carries one ""Command availability by install mode"" table that a parity test keeps both cb scripts matching. The acceptance — ""a user can choose native, mono, or split mode from one authoritative comparison"" — is still not met, because two mode vocabularies remain: cb-cli.md's table columns are Native/Docker/Compose/Binary (the cb CB_MODE values), which are never mapped onto index.md's native/mono/split, and quick-install, docker-compose, docker-compose-source, manual-docker and proxmox-lxc still name modes in prose without linking to index.md, so its rule that ""where another document names a mode, it means what the Deployment modes table says"" is asserted only on index.md itself. No test enforces the vocabulary, and the change is uncommitted, so nothing is evidenced at an immutable commit."
GOV-06,specs/1.0.0/07-documentation-repository-governance.md,"Publish platform/browser support, sizing, ports, data directories, backup scope, upgrade/rollback, agent security/permissions/outbound/scope/update/uninstall, and troubleshooting trees.",shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,docs/agent.md,,,,,not_evidenced,,"The agent half is published in docs/agent.md: security posture, what the agent can see, permissions, outbound endpoints, scope, update/rollback, revoke/uninstall, a troubleshooting tree and recovery runbooks. The server half — platform/browser support, sizing, ports, data directories, backup scope and upgrade/rollback — still lives only in the unapproved RC-02 support contract, and the acceptance clause ""content maps to RC-02/RC-06 and tested ACC procedures"" is unmet because no ACC procedure has been run."
GOV-07,specs/1.0.0/07-documentation-repository-governance.md,"Publish API/CLI reference, config precedence/env catalog/examples, threat model, hardening, disclosure, privacy, security-update policy, migration guide, and compatibility table.",shawnji (governance),shawnji (release),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
